1 	0.254386
3 	0.0811404
5 	0.0482456
7 	0.0219298
9 	0.0153509
11 	0.0197368
13 	0.00877193
15 	0
17 	0.0109649
19 	0.00438596
21 	0.00877193
23 	0.00438596
25 	0.00438596
27 	0.0109649
29 	0
31 	0.00438596
33 	0.00219298
35 	0.00438596
37 	0.00219298
39 	0
41 	0.00438596
43 	0
45 	0
47 	0
49 	0.00219298
51 	0
53 	0.00219298
55 	0.00219298
57 	0
59 	0.00219298
61 	0.00657895
63 	0
65 	0
67 	0
69 	0.00219298
71 	0
73 	0
75 	0.00219298
77 	0
79 	0
81 	0
83 	0
85 	0.00219298
87 	0
89 	0
91 	0
93 	0
95 	0
97 	0
99 	0
101 	0
103 	0.00219298
105 	0
107 	0
109 	0
111 	0
113 	0
115 	0
117 	0
119 	0
121 	0
123 	0
125 	0
127 	0
129 	0
131 	0
133 	0
135 	0
137 	0
139 	0
141 	0
143 	0
145 	0
147 	0
149 	0
151 	0
153 	0
155 	0
157 	0
159 	0
161 	0
163 	0
165 	0
167 	0
169 	0
171 	0
173 	0
175 	0
177 	0
179 	0
181 	0
183 	0


1 	0.284768
3 	0.101545
5 	0.0441501
7 	0.0198675
9 	0.0242826
11 	0.013245
13 	0.0154525
15 	0.00883002
17 	0.00220751
19 	0.00662252
21 	0.00662252
23 	0.00220751
25 	0.00220751
27 	0
29 	0.00220751
31 	0.00441501
33 	0.00220751
35 	0
37 	0
39 	0
41 	0.00220751
43 	0.00220751
45 	0
47 	0.00220751
49 	0
51 	0.00220751
53 	0
55 	0
57 	0
59 	0
61 	0.00220751
63 	0
65 	0
67 	0.00220751
69 	0
71 	0.00441501
73 	0
75 	0
77 	0.00220751
79 	0
81 	0
83 	0
85 	0
87 	0
89 	0
91 	0
93 	0
95 	0
97 	0
99 	0
101 	0
103 	0.00220751
105 	0
107 	0
109 	0
111 	0
113 	0
115 	0
117 	0
119 	0.00220751
121 	0
123 	0
125 	0
127 	0
129 	0
131 	0
133 	0
135 	0
137 	0
139 	0
141 	0
143 	0
145 	0
147 	0
149 	0
151 	0
153 	0
155 	0
157 	0
159 	0
161 	0
163 	0
165 	0
167 	0
169 	0
171 	0
173 	0
175 	0
177 	0.00220751
179 	0
181 	0
183 	0
