-104	0.0001
-103	0
-102	0.0001
-101	0
-100	0.0002
-99	0
-98	0.0002
-97	0
-96	0.0001
-95	0
-94	0.0003
-93	0
-92	0.0002
-91	0
-90	0.0004
-89	0
-88	0.0011
-87	0
-86	0.0002
-85	0
-84	0.0008
-83	0
-82	0.0011
-81	0
-80	0.001
-79	0
-78	0.0013
-77	0
-76	0.0011
-75	0
-74	0.0016
-73	0
-72	0.0016
-71	0
-70	0.0022
-69	0
-68	0.0025
-67	0
-66	0.0029
-65	0
-64	0.0035
-63	0
-62	0.0031
-61	0
-60	0.0037
-59	0
-58	0.0042
-57	0
-56	0.0054
-55	0
-54	0.0062
-53	0
-52	0.0061
-51	0
-50	0.0074
-49	0
-48	0.0087
-47	0
-46	0.0087
-45	0
-44	0.0105
-43	0
-42	0.0096
-41	0
-40	0.0104
-39	0
-38	0.0118
-37	0
-36	0.0138
-35	0
-34	0.0131
-33	0
-32	0.0158
-31	0
-30	0.0167
-29	0
-28	0.0154
-27	0
-26	0.0176
-25	0
-24	0.0205
-23	0
-22	0.0212
-21	0
-20	0.0196
-19	0
-18	0.0244
-17	0
-16	0.0228
-15	0
-14	0.0211
-13	0
-12	0.0238
-11	0
-10	0.0276
-9	0
-8	0.0248
-7	0
-6	0.0239
-5	0
-4	0.0266
-3	0
-2	0.0265
-1	0
0	0.0228
1	0
2	0.0219
3	0
4	0.0239
5	0
6	0.0227
7	0
8	0.0245
9	0
10	0.0217
11	0
12	0.0246
13	0
14	0.0242
15	0
16	0.0206
17	0
18	0.0226
19	0
20	0.0216
21	0
22	0.0208
23	0
24	0.02
25	0
26	0.0187
27	0
28	0.0162
29	0
30	0.0157
31	0
32	0.0158
33	0
34	0.0135
35	0
36	0.0143
37	0
38	0.0121
39	0
40	0.0127
41	0
42	0.0101
43	0
44	0.0102
45	0
46	0.0088
47	0
48	0.0077
49	0
50	0.0073
51	0
52	0.0066
53	0
54	0.0047
55	0
56	0.0055
57	0
58	0.0043
59	0
60	0.0045
61	0
62	0.0035
63	0
64	0.0038
65	0
66	0.0032
67	0
68	0.0023
69	0
70	0.002
71	0
72	0.0015
73	0
74	0.0014
75	0
76	0.0009
77	0
78	0.0018
79	0
80	0.001
81	0
82	0.0008
83	0
84	0.0008
85	0
86	0.0001
87	0
88	0.0003
89	0
90	0.0002
91	0
92	0.0005
93	0
94	0.0003
95	0
96	0.0003
97	0
98	0.0002
99	0
100	0.0001
101	0
102	0.0002
103	0
104	0
105	0
106	0.0005
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0.0001
117	0
118	0
119	0
120	0
121	0
122	0.0001
