2 	2.01953 	1.87891 	1.30005 	1.3788
3 	3.03529 	2.84366 	3.20342 	3.17758
4 	3.97662 	3.8151 	5.29264 	4.9209
5 	5.07543 	4.60732 	7.31127 	6.59239
6 	6.08879 	5.50235 	9.48655 	8.96277
7 	6.91991 	6.72581 	12.1746 	14.6355
8 	7.86161 	7.65618 	15.2642 	15.9076
9 	8.72368 	8.62914 	16.7427 	18.0621
